Cleaned_Tweets,IsFake
"Exactly, decisions are being made on behalf of actual shareholders that are contrary to their interests! Major problem with index/passive funds.",0
Not a bad idea,0
TRUE,0
"Authentication is important, but so is anonymity for many. A balance must be struck.",1
Humans,1
No kidding …,1
Phew,1
I’ve talked to many more people who were helped by psychedelics &amp; ketamine than SSRIs &amp; amphetamines,1
"Drugs, alcohol especially, have played a major role throughout history",1
A friend just emailed me about her bad Ritalin experience. Best to be cautious with all neurotransmitter drugs.,1
"I have not heard bad things about Ritalin, which is not good to say it’s good, just haven’t heard bad things about it",1
"Wellbutrin is way worse than Adderall imo. It should be taken off the market. Every time that drug has come up in conversation, someone at the table has a suicide or near suicide story.",0
You will always be my Captain,1
Adderall is an anger amplifier. Avoid at all costs.,1
"Antarctica, which is a massive continent, only had a human settlement ~127 years ago",1
TRUE,1
"Stop hitting on me, I’m really shy ",1
"No, I meant wide release to high safety score beta participants. Going to all beta participants is expected later this year.",0
Update probably goes to wide release next week. This is a big one.,1
True haha,0
The people of Twitter strongly agree that Twitter needs to be fixed,0
But I’m no fan of the far right either. Let’s have less hate and more love.,0
"The far left hates everyone, themselves included!",0
This is messed up,1
"I try not to pick fights, but I do finish them",0
"The car knows that something is there, just doesn’t know that they’re horses yet, but it will. Dogs, cats and many other animals will also be recognized.",0
"I strongly supported Obama for President, but today’s Democratic Party has been hijacked by extremists",0
No further TSLA sales planned after today,1
“Real magic is only a sip away.”(Actual slogan of Coca-Cola!!) ,1
. Oh hi lol,1
Same,1
Freedom of speech means freedom of speech,0
Discomforting,1
Accurate interview,0
FCC FTW!,0
Sounds like satire,1
Great show!,1
Trumpet is legit a way better name,1
"Listen, I can’t do miracles ok",1
Let’s make Twitter maximum fun!,1
Kicks Red Bull’s ass!,1
Some sci-fi that actually features sci-fi would be great,0
Next I’m buying Coca-Cola to put the cocaine back in,1
"Twitter DMs should have end to end encryption like Signal, so no one can spy on or hack your messages",1
"Attacks are coming thick and fast, primarily from the left, which is no surprise, however I should be clear that the right will probably be a little unhappy too.My goal is to maximize area under the curve of total human happiness, which means the ~80% of people in the middle.",1
Vegas Boring Co tunnel,1
What are talking about? I’m just saying Twitter needs to be politically neutral.,0
"For Twitter to deserve public trust, it must be politically neutral, which effectively means upsetting the far right and the far left equally",1
"The Washington Post targets me relentlessly! Their insults could be higher quality, but some are not bad. I gave them 3 stars on Yelp.",1
"Almost every media outlet on Earth wrote about me acquiring Twitter, causing a massive influx of new users",0
"Yeah, I noticed that too. Pretty weird.",1
Should be called Trumpet instead!,1
Truth Social (terrible name) exists because Twitter censored free speech,1
Truth Social is currently beating Twitter &amp; TikTok on the Apple Store,1
Sounds pretty bad …,1
Suspending the Twitter account of a major news organization for publishing a truthful story was obviously incredibly inappropriate,1
Per aspera ad astra!,0
"Raptor 2 rocket engines at Starbase, each producing over half a million pounds (230 tons) of force",0
"By “free speech”, I simply mean that which matches the law. I am against censorship that goes far beyond the law. If people want less free speech, they will ask government to pass laws to that effect.Therefore, going beyond the law is contrary to the will of the people.",0
The extreme antibody reaction from those who fear free speech says it all,1
Can someone please give the NPCs a bigger dialogue tree!?,1
 Yesss!!! ,1
"I hope that even my worst critics remain on Twitter, because that is what free speech means",0
And be my love in the rain,0
"The Instagram curse: Water everywhere, yet always thirsty.",0
I do love humanity,0
"The San Francisco office of the SEC were shameless puppets of Wall St shortseller sharks, while doing nothing to protect actual shareholders. That is why I lost all respect for them.",1
"The head of Saudi PIF committed unequivocally to take Tesla private with me, as witnessed by the Tesla CFO and several others. That is why I said funding was secured.",1
Yup,1
"Underground tunnels are immune to surface weather conditions (subways are a good example), so it wouldn’t matter to Hyperloop if a hurricane was raging on the surface. You wouldn’t even notice.",0
"In the coming years, Boring Co will attempt to build a working Hyperloop. From a known physics standpoint, this is the fastest possible way of getting from one city center to another for distances less than ~2000 miles. Starship is faster for longer journeys.",0
"Next beta release has many improvements, especially for complex left turns &amp; heavy traffic",1
Strange how these things are bucketed. I think of the whole company as being R&amp;D.,0
"First one definitely, second is nice to have and third isn’t needed imo",1
Tunnels anyone?,1
Drug naming conventions are so ridiculous! Does someone just literally have a random syllable generator!?,1
(from making fun of Gates for shorting Tesla while claiming to support climate change action),1
Getting there,1
"Definitely. Might be less than 5 years away, as current version Neuralinks are semi-generalized neural read/write devices with ~1000 electrodes and tinnitus  probably needs &lt;&lt;1000.Future gen Neuralinks will increase electrode count by many orders of magnitude.",0
"In the meantime, semaglutide (aka Ozempic/Rybelsus) appears to be effective in appetite control with minor side effects",1
Yes,1
"Current generation Neuralinks can help to some degree, but an advanced case of Alzheimers often involves macro degeneration of the brain. However, Neuralinks should theoretically be able restore almost any functionality lost due *localized* brain damage from stroke or injury.",1
!,1
"If you’ve engineered or manufactured smart watches or phones, please join Neuralink! Your skills are directly applicable.",1
"It is an electronics/mechanical/software engineering problem for the Neuralink device that is similar in complexity level to smart watches (which are not easy!), plus the surgical robot, which is comparable to state-of-the art CNC machines.No need for AI/ NN/ML quite yet.",0
Certainly physically possible. We’re working on bridging broken links between brain &amp; body.Neuralinks in motor &amp; sensory cortex bridging past weak/broken links in neck/spine to Neuralinks in spinal cord should theoretically be able to restore full body functionality.,1
